source	target	mor
Tp53	Hspa8	1
Tp53	Sin3a	1
Sp7	Vdr	1
Snai1	Tgfbr2	1
Snai2	Tgfbr2	-1
Srebf1	Tgfb1	1
Runx1	Sfrp1	1
Runx2	Csf2	1
Egr3	Grin1	1
Sox10	Sh3kbp1	1
Zeb1	Esrp2	-1
Zeb2	Esrp2	-1
Hif1a	Map3k11	1
Ahr	Spp1	1
Ar	Casp3	1
Kmt2a	Il13	1
Nr1h2	Nras	1
Nr3c2	Ccn2	1
Gfi1	Lep	1
Gfi1	Runx2	-1
Runx2	Gfi1	-1
Sp6	Amtn	1
Sp6	Rock1	1
Pitx2	Gast	1
Sox9	Spp1	-1
Atf3	Ins2	1
Kmt2a	Avp	1
Srf	Col1a2	1
Nr4a1	Eno3	1
Pitx2	Htra1	1
Hif1a	Gata1	1
Nfe2l2	Tle5	1
Esr2	Gstp1	1
Ybx3	Lhb	1
Myc	Prrx1	1
Myc	H2az1	1
Sp7	Ephb2	1
Ets1	Gata4	1
Fli1	Gata4	1
Twist1	Esr1	-1
Dnmt1	Ogg1	1
Spi1	Ogg1	1
Sp1	Adamts4	1
Relb	Ifnb1	1
Foxa2	Dio1	-1
Foxa1	Dio1	1
Tp53	Yap1	1
Sox17	Ppig	1
Pitx3	Aldh1a1	1
Pitx3	Slc18a2	1
Nr2c2	Traf6	1
Nr2c2	Il6	1
Tp53	Vhl	1
Vhl	Tp53	1
Smad1	Ezh2	1
Smad1	Fgfr1	1
Smad1	Krt27	1
Smad1	Me3	1
Smad6	Fgfr1	1
Smad6	Kras	1
Smad6	Krt27	1
Smad6	Me3	1
Tp53	Gnaq	1
Ar	Rhd	1
Fos	F7	1
Fos	Mmp7	1
Dnmt1	F7	1
Dnmt1	Mmp7	1
Hey2	Mmp10	1
Lhx8	Bdnf	1
Pitx2	Gabrb3	1
Egr3	Gabrb3	1
Mef2a	Gabrb3	1
Ar	Rab3b	1
Nkx3-1	Rab3b	1
Sp1	Fas	1
Hif1a	Abcc8	1
E2f1	Mmp14	1
E2f1	Mmp15	1
Cebpb	Bdnf	1
Esr1	Snai1	1
Snai1	Esr1	1
Tfam	Bcl2l1	1
Zbtb17	Rb1	1
Gata6	Slc2a4	1
Esr1	Itk	1
Atf6	Bglap	1
Hif1a	Slc2a3	1
Nfatc1	Nfatc2ip	1
Nfatc1	Traf2	1
Nfatc2	Nfatc2ip	1
Nfatc2	Traf2	1
Ets1	Junb	1
Hbp1	Mcl1	1
Stat3	Plk1	1
Kat5	Myc	1
Jarid2	Notch1	1
Jarid2	Setdb1	1
Sp7	Vegfa	1
Pax3	Pax6	-1
Pax6	Pax3	1
Spi1	Gstp1	1
Tbx15	Msi1	1
Hif1a	Kcnmb1	1
Pgr	Pfkfb3	1
Klf3	Wee1	-1
Hif1a	Btg2	1
Hif1a	Ndrg1	1
Ahr	Fshr	1
Stat3	Nox1	1
Pitx2	Ednra	1
Pitx2	Nox1	1
Pitx2	Prkcg	1
Pitx2	Prkch	1
Stat3	Prkcg	1
Stat3	Prkch	1
Mycn	Ccne1	1
Irf3	Il23a	1
Atf4	Mcl1	1
Sall3	Sall3	1
Sall3	Sall4	1
Sall4	Sall3	-1
Smad4	Pak1	1
Ssrp1	Pak1	1
Tcf12	Cdh1	-1
Tcf12	Fn1	1
Nfyb	Cdc25b	1
Kat5	Sart3	1
Sp1	Ctse	1
Pax8	Cdh17	1
E2f1	Mcph1	1
Gata1	Plk2	1
Atf3	Epo	1
Jun	Epo	1
Cebpb	Mapk8	1
Stat3	Enpp2	1
Ascl1	Hbe1	1
Esr1	Hoxc10	1
Esr2	Hoxc10	1
Kmt2a	Hoxc10	1
Ezh2	Aldh1a1	-1
Ezh2	Sstr1	-1
Myc	Bag2	1
Sp1	Bag2	1
Kat8	Fgfr1	1
Jun	Irak3	1
Smarca1	Cecr2	1
Ar	Jpt1	1
Ar	Steap4	1
Pgr	Ihh	1
Hnf4a	Soat2	1
Nr0b2	Acat2	-1
Tp53	Tpt1	-1
Snai1	Akt1	1
Snai1	Akt2	1
Elf3	Mmp13	1
Elf4	Elf4	1
Gfi1b	Elf4	1
Cnot4	App	1
Myc	Rhoa	1
Kat5	Tnfrsf11a	1
Foxo1	Men1	1
Stat5a	Fgf21	1
Ssrp1	Ghr	1
Nr2c2	Tab2	1
Gtf3a	Kdr	1
Foxc2	Kdr	1
Ar	Gpt	1
Lef1	Mmp2	1
Ssrp1	Scnn1g	1
Pparg	Scnn1a	1
Hes1	Notch2	1
Wt1	Srpk1	1
Pias3	Esr1	1
Esr1	Pias3	1
Nr2e3	Esr1	1
Kmt2a	Asb2	1
Jund	Gcm1	1
Gcm1	Jund	1
Nfe2	Gcm1	1
Jund	Oga	1
Kat7	Gcm1	1
Nfe2	Oga	1
Ddit3	Pkd1	1
Gata2	Casp3	1
Tp53	Gata2	1
Gata2	Tp53	1
Ezh2	Ar	1
Gata6	Dusp16	1
Gata6	Mapk8	1
Esr1	Irs1	1
Tp53	Dcaf11	1
Mta1	Epha2	-1
Hic1	Epha2	-1
Tp53	Cep55	-1
Tp53	Slc16a1	1
Sp1	Dlk2	1
Gtf3a	Bok	1
Srf	Bok	1
Rorb	Rorb	1
Hnf4a	Scarb1	1
Arx	Arx	1
Arx	Shox2	-1
Shox2	Arx	1
Isl1	Pitx1	1
Lhx3	Pitx1	1
Hic1	Adrb2	1
Nr1h2	C3	1
Nr1h3	C3	1
Ar	Srd5a3	1
Irf7	Cysltr2	1
Ahr	Dpep1	1
Dnmt3a	Brca1	1
Tp53	Fosl1	1
Stat2	Crebbp	1
Mlxipl	Gcgr	1
Ctcf	Cdh1	1
Ctcf	H2az1	1
Snai2	Foxa1	-1
Foxa1	Snai2	-1
Ybx1	E2f1	1
Meox1	Cdkn2a	1
Hmga1	Mmp9	1
Pparg	Mmp9	-1
Clock	Ins2	1
Clock	Th	1
Id3	Il2rb	1
Nfil3	Il2rb	1
Esr1	Slc22a5	1
Nr4a2	Slc22a5	1
Znf24	Ctnnb1	1
Znf24	Ccnd1	1
Znf148	Tp53	1
Cxxc1	Nos2	1
Runx1	Trpv1	1
Hr	Mcph1	1
Ctcfl	Fer	1
Grhl2	Cdc42se1	1
Skil	Esr1	1
Esr1	Skil	1
Sp1	Mmp11	1
Deaf1	Pou6f1	1
Pou6f1	Htr1a	1
Atf4	Fgf21	1
Zbtb18	Id1	-1
Klf10	Pttg1	-1
Pitx2	Oca2	1
Mitf	Oca2	1
Dmrt3	Wnt8b	1
Hbp1	Irs1	1
Hif1a	Ngb	1
Egr1	Ngb	1
Sp1	Ngb	1
E2f1	Sele	1
Foxo1	Ccl20	1
Ppara	Atp2a2	1
Pparg	Atp2a2	1
Ddit3	Myod1	1
Cebpb	Ccnd1	1
Runx2	Klk4	1
Jun	Ache	1
Jun	Slc4a4	1
Tp53	Slc4a4	1
Nfe2l2	Sod1	1
Sp1	Serpina3n	1
Zbtb7b	Serpina3n	1
Nfe2l3	Pla2g7	1
Kat5	Birc2	1
Kat5	Xiap	1
Cebpa	Tp63	1
Tp63	Ebp	1
Tp63	Nqo1	1
Nrg1	Notch1	1
Hmga1	Cdc25a	1
Tp53	Col4a1	1
Fosl1	Il11	1
Sp1	Mfn2	1
Ppara	Rbp4	1
Pparg	Rbp4	1
Runx1	Fxyd2	1
Pitx2	Tyr	1
Cebpa	Per2	1
Hr	Per2	1
Ar	Ctnnd2	1
Tp53	Trim8	1
Etv6	Ptpn13	1
Etv6	Fap	1
Mixl1	Kdr	1
Qsox1	Ntrk3	1
Ddit3	Nos3	-1
Foxo1	Ccnd1	-1
Creb1	Etv2	1
Etv2	Etv2	1
Foxa2	Mmp7	1
Ppard	Mat2a	1
Pparg	Mat2a	-1
Ppara	Mat2a	1
Stat3	Pim1	1
Dnmt1	Alb	1
Nr4a2	Mmp13	1
Nr4a2	Timp2	1
Nfe2l2	Bcl2	1
Hmga1	Cdh1	-1
Hmga1	Twist1	1
Tp53	Oma1	1
Tp53	Uchl1	1
Sp1	Agtrap	1
Hnf4a	Apoa1	1
Ar	Ptpn1	1
Tcf12	Fgfr1	1
Tcf12	Me3	1
Myc	Vhl	1
Six1	Cdh1	-1
Hinfp	Pcsk9	1
Hinfp	Cd44	1
Kat7	Pcsk9	1
Hif1a	Atp13a2	1
Twist1	Cdkn2a	-1
Stat3	Socs2	1
Stat5a	Socs2	1
Esr1	Prss23	1
Nr2f2	Ctnnb1	1
Neurod1	Atoh1	-1
Qsox1	Atoh1	1
Sox18	Mmp7	1
Cebpb	Cd14	1
Fos	Fcer1g	1
Sp1	Tnfsf13	1
Nr4a2	Thop1	1
Dnmt1	Adh1	1
Dnmt1	Hgf	1
Nkx3-1	Hgf	1
Cux1	Chd4	1
Egr2	Chd4	1
Jun	Chd4	1
Hes1	Gria1	1
Ascl1	Gria1	1
Tcf3	Gria1	1
Hes1	Mapk8	1
Isl1	Fgf10	1
Stat2	Oas1a	1
Egr2	Il2rb	1
Elf3	Prr9	1
Elf4	Pparg	1
Znf384	Tnfsf11	1
Barhl2	Avpr2	1
Sp1	Irf3	1
Nfe2l2	Psmb5	1
Egr1	Hes1	1
Pdx1	Ogt	1
Nr4a1	Cpt1a	1
Myc	Prmt1	1
Ezh2	Atoh1	1
Stat3	Ccl20	1
Hif1a	Vasp	1
Jun	Pdcd4	1
Nfat5	Hspa4	1
Yy1	Pdgfra	-1
Fos	Pdgfra	-1
Znf354c	Pdgfra	1
Fli1	Phlda1	-1
Hand1	Dbh	1
Hand1	Th	1
Cebpd	Dlk1	1
Cebpg	Ucp1	1
Cdx2	Mep1a	1
Hnf1b	Mep1a	1
Hnf1b	Mep1b	1
Fosl2	Lep	1
Sohlh2	Kit	1
Pax7	Myog	1
Myog	Pax7	1
Hbp1	Pax7	1
Ssrp1	Pax7	1
Myog	Ager	1
Pax7	Ager	1
Nr3c1	Brca1	1
Stat3	Ikbke	1
Myc	Tnfsf11	1
Sox11	Bdnf	1
Hbp1	Bcl2	1
Nfatc2	Myc	1
Pparg	Hk2	1
Fam170a	Akt1	1
Fos	Serpinb2	1
Fosb	Serpinb2	1
Jun	Serpinb2	1
Smarca1	Il10	1
Dmrt1	Hsd3b6	1
Dmrt1	Hsd3b	1
Mlxipl	Pnpla3	1
Mef2c	Mstn	1
Cebpd	Bcl2l11	1
Ddit3	Bcl2l11	1
Hsf1	Ptgs2	1
Ar	Notch1	1
Fosb	Oga	1
Fos	Cdk5	1
Esr2	Nrg1	1
Hif1a	Pecam1	1
Litaf	Mcat	1
Stat3	Hk2	1
Jun	Syk	1
Ctcf	Lta	1
Ctcf	Tnf	1
Ctcf	Ltb	1
Kat5	Rho	1
Kat7	Rho	1
Cebpa	Cyp2d3	1
Arx	Ackr3	1
Arx	Hmgn3	-1
Arx	Igf1	1
Arx	Lgi1	1
Arx	Lmo3	1
Arx	Phlda1	1
Arx	Slc12a5	1
Arx	Tgfb3	1
Egr1	Ackr3	1
Egr1	Hmgn3	1
Egr1	Lmo3	1
Egr1	Slc12a5	1
Hnf4a	Mttp	1
Ets1	Fn1	1
Lef1	Ctnnal1	1
Nr5a2	Greb1	1
Rarg	Tgm4	1
Mtf1	Dnmt1	1
Nr0b2	Mtf1	1
Nr4a2	Pitx3	1
Tp63	Znf750	1
Myc	Elavl1	1
Kat7	Drd2	1
Esr1	Hadhb	1
Znf143	Fgf4	1
Spdef	Stmn1	1
Id2	Gfap	1
Id2	Tubb3	1
Thra	Ilf3	1
Esr1	Tex11	1
Esr2	Tex11	1
Creb1	Nags	1
Hnf1a	Nags	1
Sp1	Nags	1
Pax6	Dkk3	-1
Pax6	Sphk1	1
Foxo1	Vegfa	1
Zfp804a	Drd2	1
Zfp804a	Pde4b	1
Sall4	Kit	1
Nfe2l2	Erbb2	1
Crebzf	Ins2	1
E2f1	Hmga1	1
Gata1	Plcg1	1
Gata2	Plcg1	1
Zkscan7	Ptch1	1
Irf6	Fgf23	1
Pou1f1	Fgf23	1
Vdr	Fgf23	1
Snai1	Reln	1
Nr2c2	Gadd45a	1
Sp7	Alpl	1
Lmx1b	Gad1	1
Lmx1b	Slc17a6	1
Creb1	Htt	1
Rest	Htt	-1
Yy1	Htt	1
Tshz1	Tshz1	1
Hif1a	Cybb	1
Hif1a	Uts2	1
Foxo1	Scn5a	1
Mitf	Nox4	1
Mbd2	Kdm8	1
Pax6	Pkd1	1
Pdx1	Pkd1	1
Epas1	Kcnj11	1
Gfi1	Nt5e	-1
Stat3	Nt5e	1
Zhx2	Ccne1	-1
Lhx8	Scnn1a	1
Runx1	Pcgf1	1
Sp1	Stk11	1
Rfx2	Fgf1	1
Nr1h3	Pfkfb3	1
Nr1h3	Fbp2	1
Lmx1b	Wnt7a	1
Mitf	Vegfa	1
Nr3c1	Runx2	-1
Runx2	Cdkn1b	1
Ctcf	Cftr	1
Mef2a	Myh7b	1
Irf1	Ido1	1
Ezh2	Igf1	1
Dnmt3a	Myog	1
Ezh2	Myog	1
Myog	Igf1	1
Hsf1	Trpv1	1
Tbx21	Il10	-1
Nfatc2	Il9	1
Nr0b1	Prkn	1
Nr5a1	Rnf31	1
Esr1	Mapk1	1
Esr1	Prkcd	1
Fos	Gper1	1
Lef1	H2ax	1
Egr1	Bcar1	1
Egr1	Rbl2	1
Elk1	Zfp36	1
Gata4	Fshr	1
Srf	Igf1	1
Pparg	Elovl3	1
Hr	Dlx3	1
Gata1	Cbfa2t3	1
Tp53	Ap3b1	1
Tbx21	Sp1	1
Sp1	Tbx21	1
Tbx21	Spi1	1
Kat7	Spi1	1
Ascl1	Cga	1
Ascl1	Avpr2	1
Uncx	Egln3	1
Epas1	Egln1	1
Gata2	Asah2	1
Pparg	Sp1	1
Sp1	Pparg	1
Foxn1	Esr1	1
Esr1	Krt9	1
Pgr	Fam110c	1
Sox11	Wnt4	1
Hr	Camp	1
Atf3	Apob	1
Atf3	Sort1	-1
Ppard	Mafa	1
Tp53	Mark1	1
Tp53	Me3	1
Pparg	Cdh1	1
Pparg	Syk	1
Spi1	Hgf	1
Spi1	Mmp9	1
Spi1	Syk	1
Atf3	Ch25h	1
Hif1a	Rapgef3	1
Scx	Smn1	1
Atf3	Cebpa	-1
Atf3	Ebp	1
Hif1a	Arc	1
Ascl1	Acta2	1
Ascl1	Actg2	1
Ascl1	Tgfb1	1
Ascl1	Timp1	1
Ascl1	Ptpn6	1
Esr1	Slc1a2	1
Esr2	Slc1a2	1
Pax7	Notch1	1
Runx2	Nr2f2	-1
Nr2f2	Bmp2	1
Nr2f2	Bglap	-1
E2f1	Casp3	1
Ctcf	Hmox1	1
Emx2	Qsox1	-1
Pitx2	Igf1r	1
Mef2a	Camk4	1
Smad7	Apc	1
Snai2	Jup	-1
Ssrp1	Tp53	1
Smad3	Il9	1
Hif1a	S100a9	1
Hif1a	S100a8	1
Creb1	Mmp13	1
Ezh2	Pebp1	-1
Nr4a3	Ins2	1
Dnmt1	Ereg	1
Tp73	Rbm38	1
Ar	Ccnb1	-1
E2f1	Ccnb1	1
Ar	Dlst	1
Crem	Abcc8	1
Pou2f1	Poli	1
Tcf15	Tnmd	1
Tp53	Timeless	1
Mybl2	Plk1	1
Esr1	Fosl1	1
Fosl1	Esr1	1
Egr1	Fos	1
Hnf4a	Cby1	1
Hnf4a	Inhba	1
Tp63	Hgf	1
Foxe1	Esr1	-1
Foxe1	Ccnd1	-1
Sall3	Cdh1	1
Ppara	Fgf1	1
Pparg	Fgf1	1
Elf5	Itgb3	1
Sox9	Ctnnb1	-1
Hes1	Sar1b	1
Neurod1	Notch1	1
Pax6	Notch1	1
Pax6	Sar1b	1
Npm1	Atf5	-1
Atf5	Npm1	1
Atf5	Aprt	1
Stat3	Prok2	1
Vdr	Il2	1
Hnf1b	Mib1	1
Neurog3	Mib1	1
Ptf1a	Mib1	1
Nfya	Hspa5	1
Bcl6	Hsd17b1	1
Bcl6	Slc22a6	1
Bcl6	Slc22a8	1
Ezh2	Vcl	1
Crem	Ptger2	1
Pax3	Mbp	-1
Foxo1	Cpt1a	1
Pax3	Cpt1a	1
Zfp395	SLC16A2	1
Kat7	Vmp1	1
Runx2	Gdf10	-1
Sp1	Ppp1r14a	1
Tcf4	Ccn1	1
Nr1h4	Cacna1a	1
Nr1h4	Tmie	1
Runx2	Osr2	1
Atf2	Osr2	1
Smad3	Osr2	1
Creb1	Pnoc	1
Gmeb1	Per2	1
Smarca1	Bin1	1
Smarca1	Smarcb1	1
Creb1	Ormdl3	1
Ets1	Ormdl3	1
Neurog2	Ccne2	-1
Myc	Sox9	1
Hsf1	Il10	1
Esrrg	Pck1	1
Nr1d1	Gja1	1
Myc	Plau	1
Lef1	Vim	1
Gfi1	Mbp	1
Gfi1	Prg2	1
Dlx5	Pparg	-1
Creb1	Pparg	1
Jund	Hbz	1
Hif1a	Wdr83	1
Zbtb16	Gata4	1
Dnmt3a	Esr1	1
Dbp	Polh	1
Dbp	Rpsa	1
Tp53	Nfe2l2	1
Hnf4a	S100a6	1
Lef1	S100a6	1
Tbx21	Cd79a	1
Ezh2	Camk4	1
Ezh2	RT1-Da	1
Lmx1a	Slc6a3	1
Sp1	Bloc1s6	1
Sp1	Mia	1
Sp1	Nme5	1
Sp1	Tnnt1	1
Id1	Pcsk1	1
Id3	Pcsk1	1
Myc	Id3	1
Myc	Pcsk1	1
Tcf3	Pcsk1	1
Nfatc1	Ccnd1	1
Creb1	Areg	1
Arx	Gast	1
Arx	Sct	1
Neurog3	Gast	1
Neurog3	Sct	1
Zglp1	Gast	1
Zglp1	Sct	1
Atf4	Slc6a4	1
Sox11	Spast	1
Tp53	Krt14	1
Creb1	Foxa1	1
Cebpa	Twnk	1
Mef2a	Camk2a	1
Relb	Bcl10	1
Cdx2	Gstp1	1
Ncoa2	Pdlim7	1
Sp1	Prkaa1	1
Stat3	Ccne1	1
Stat3	Akap12	1
Cebpd	Csf2	1
Cebpd	Csf3	1
Cebpd	Theg	1
Stat3	Prkcq	1
Crem	Myd88	1
Cebpb	Cxcl9	1
Etv1	Grin2c	1
Esr2	Ubc	1
Hnf4a	Anks4b	1
Hnf4a	Hspa5	1
Fezf2	Spon1	1
Ybx1	Spon1	1
Egr1	Ppp1r1b	1
Hoxb7	Ppp1r1b	1
Arnt	Gast	1
Hif1a	Gast	1
Pparg	Ldlr	-1
Pparg	Pcsk9	1
Snai1	Adipoq	1
Smad5	Ppp4c	1
Isl1	Sec14l4	1
Isl1	Slc2a10	1
Neurog3	Sec14l4	1
Neurog3	Slc2a10	1
Rax	Sec14l4	1
Ahr	Ccng2	1
Foxa1	Ccng2	1
Foxa2	Wnt6	1
Gata6	Wnt6	1
Atf3	Gadd45b	1
Atf3	Gadd45g	1
Creb1	Atf3	1
Creb1	Btg2	1
Creb1	Gadd45b	1
Creb1	Gadd45g	1
Klf2	Tcl1a	1
Atf6	Pdia6	1
Gata1	Ca1	1
Nr1i3	Ca1	1
Foxn1	Deup1	1
Irf3	Il12b	1
Nr1h3	Cdkn2b	1
Foxm1	Rock1	1
Etv2	Sox9	1
Sox9	Etv2	1
Myod1	Cand2	1
Egr2	Ret	1
Ctcf	Rarres1	1
Cux1	Ikbkg	1
Cux1	Tnfrsf1b	1
Ar	Hsd3b6	1
Ar	Hsd3b	1
Nr2f2	Hsd3b6	1
Nr2f2	Hsd3b	1
Nr5a1	Nr2f2	1
Tp53	Rig1	1
Gtf3a	Tnf	1
Stat2	Ankrd1	1
Atf2	Ren1	-1
Zeb1	Pthlh	1
Sp7	Adra1d	1
Cebpa	Gpam	1
Hnf4a	Gpam	1
Myod1	Myh7b	1
Pdx1	Fabp1	1
Runx1	Ctsg	1
Dnmt1	Kdr	1
Jun	C1qtnf3	1
Nr3c1	Nat1	1
Ahr	Nat2	1
Nr1i2	Nat2	1
Nr1i3	Nat2	1
Nr3c1	Nat2	1
Creb1	Slc1a2	1
Sp7	Shh	1
Fosb	Creb1	1
Creb1	Fosb	1
Srf	Fosb	1
Ar	Il15	1
Ddit3	Cxcl10	1
Ddit3	Fas	1
Ddit3	Il15	1
Ddit3	Irf7	1
Ar	Camkk2	1
Ppara	Ifnb1	1
Klf2	Gja4	1
Rest	Bcl2l1	1
Twist1	Cldn4	-1
Esr1	Atp7a	1
Esr2	Atp7a	1
Pdx1	Sstr5	1
Nr2f2	Eya1	1
Cdx2	Cftr	1
Runx1	Krt1	1
Nr4a1	Tnfsf11	1
Smad4	Skil	-1
Nr2c2	Bglap	1
Hif1a	Bsg	1
Myc	Sae1	1
Sp1	Cenph	1
Nr0b2	Pltp	1
Esr1	Nr4a1	-1
Nr4a1	Esr1	1
Nfatc4	Itpr1	1
Esr1	Neurog2	1
Cebpa	Dio2	1
Cebpb	Dio2	1
Cebpg	Dio2	1
Sp1	Me3	1
Nfe2l2	Ddit3	1
Sp1	Stxbp2	1
Sp1	Hbz	1
Grhl2	Cldn3	1
Grhl2	Rab25	1
Sp1	Pdyn	1
Nr3c1	Rasd1	1
Stat5b	Rasd1	1
Sp1	Cs	1
Mta1	Pten	-1
Yy1	Pten	-1
Mta1	Pik3r1	1
Ascl1	Numbl	1
Neurod1	Numbl	1
Dnmt1	Errfi1	1
Mycn	Birc5	1
Smad5	Klf1	1
Smad6	Klf1	1
Nfe2l2	Aox1	1
Hmga1	Slc2a3	1
Hmga1	Prkaa1	1
Myc	Gpc3	1
Pax3	Myog	1
Foxo1	Cdh3	1
Pax3	Cdh3	1
Ybx3	Kras	1
Tp53	Pdcd6	1
Runx1	Tnfaip6	1
Runx2	Tnfaip6	-1
Runx2	Runx1	-1
Ascl1	Hes5	1
Hes5	Ascl1	-1
Pou2f1	Hoxb1	1
Qsox1	Hoxb1	1
Stat5a	Prox1	1
Kdm2a	Fgfr1	1
Cdx2	Cldn1	1
Hoxb7	Cldn1	1
Gata4	Cldn1	1
Cebpb	Kdm4b	1
Cebpb	Ccne1	1
Cebpb	Cdc25c	1
Cebpb	Gins1	1
Cebpb	Mcm3	1
Bcl6	Cdkn2b	-1
Foxn1	Carm1	1
Foxn1	Nelfe	1
Elf4	Carm1	1
Jdp2	Carm1	1
Esr2	Nfkbia	1
Ahr	Apoa1	1
Hr	Apoa1	1
Bhlhe40	Cyp3a2	1
Smad3	Nox4	1
Pax3	Ahr	1
Ppard	Npc1l1	1
Neurod1	Gjd2	1
Tp53	Tat	1
Hr	Bglap	1
Ehf	Dcdc2	-1
Dnmt3a	Twsg1	1
Dnmt3a	Dnmt3a	1
E2f1	Dnmt3a	-1
Rb1	Dnmt3a	-1
Dnmt3a	Rb1	1
Cux1	Crh	1
Relb	Crh	1
Dnmt1	Slc2a4	1
Myc	Lat	1
Atf6	Cdkn2a	1
Ar	Igf1	1
Ctcf	Jun	1
Ets1	Ltb	1
Sp1	Ctsg	1
Dnmt1	Crp	1
Mef2c	Bmp4	1
Stat3	Usp7	-1
Ikzf3	Il2	1
Hnf4a	Sar1b	1
Mafb	Scn5a	1
Mafb	Src	1
Mafb	Trdmt1	1
Esr1	Gzmb	1
Nrg1	Smarca4	1
Ahr	Abcb6	1
Nkx2-1	Ocln	1
Foxm1	Krt15	1
Esrra	Sct	1
Nr4a1	Ar	1
Dnmt1	Rassf1	1
Tbx15	Rassf1	1
Nr3c1	Ccn5	1
Foxm1	Aurkb	1
Sox9	Pax3	-1
Rest	Gria1	-1
Myod1	Ehmt2	1
Egr1	Csf1r	1
Cebpb	Cd200r1	1
Tp53	Rps25	1
Tp63	Cdh1	1
Tp63	Csn2	1
Tp63	Vim	1
Relb	Tp53	1
Pax6	Abcc8	1
Pax6	Ffar1	1
Pax6	Gipr	1
Smad3	Zyx	1
Gata1	C1qa	-1
Mafb	C1qa	1
Hif1a	Pc	1
Hif1a	Theg	1
Ybx1	Tp63	1
Tp63	Ybx1	1
Pparg	Cidec	1
Fos	E2f1	1
Twist2	Mmp9	1
Esr1	Rab31	1
Nr4a1	Tshb	1
Nr4a1	Trh	1
Lyl1	Angpt2	1
Gata2	Angpt2	1
Nfatc1	Plcg2	1
Scx	Col1a2	1
Hsf1	Dnajb11	1
E2f1	Rbm38	1
Zglp1	Avp	1
Zglp1	Crh	1
Myc	Map4k1	1
Yy1	Jak2	-1
Tp53	Mpg	1
Mbd2	Faah	1
E2f1	Foxm1	1
Skil	Tp53	1
Hnf4a	Slc22a6	1
Hnf4a	Slc22a8	1
Ezh2	Hoxb13	-1
Srebf2	Dhcr24	1
Esr2	Pten	1
Hnf4a	Il10	1
Cdx2	Nr1i2	1
Nr1i3	Prkaa1	1
Nr1h4	Cish	1
Esr2	Pes1	1
Esr2	St13	1
Esr2	Stub1	1
Creb1	Kdm3a	1
Hnf1b	Neurog3	1
Pdx1	Neurog3	1
Rest	Terf2	-1
Id1	Runx2	1
Spi1	Il1rl1	1
Ets1	Ppp2r1b	1
Sp1	Ppp2r1b	1
Tp53	Prox1	1
Creb3l1	Gfap	1
Gcm1	Gfap	1
Spi1	Gad1	1
Spi1	Htr2c	1
Spi1	Krt14	1
Spi1	Ppm1e	1
Spi1	Tomm70	1
Snai2	Cdh2	-1
Prox1	Prkcb	1
Vdr	Cyp1a1	1
Smad7	Mta1	1
Mta1	Smad7	-1
Egr2	Tnfsf11	-1
Egr2	Id2	1
Nono	Birc5	1
Tp73	Bcl2	1
Tp73	Ccnd1	-1
Nr5a2	Gck	1
Gata3	Lyl1	1
Lyl1	Nkx3-1	1
Atf4	F7	1
Esr1	Rnf115	1
Gata6	Bmp2	1
Qsox1	Cdkn1b	1
Snai1	Serpinb5	1
Tbx6	Serpinb5	1
Pitx2	Gsk3b	1
Gli1	Tgfb1	1
Fos	Pes1	1
Jun	Pes1	1
Junb	Pes1	1
Jund	Pes1	1
Tp53	Ppargc1a	1
Pax7	Carm1	1
Dnmt3a	Inha	1
Gfi1	Cd8a	1
Gata1	Il1rl1	-1
Gata2	Il1rl1	1
Foxo1	Lhb	-1
Kcnip3	Fmr1	1
Kat7	Cdkn1b	1
Nfe2l2	Txnip	-1
Pparg	Mgat1	1
Gata1	Cdc6	1
Hnf1a	Hgfac	1
Tfap2c	Ret	1
Ppard	Plp1	1
Relb	Enpp2	1
E2f1	Cd2ap	1
Dlx3	Akt1	1
Foxm1	Scgb1a1	1
Foxm1	Qsox1	1
Egr1	Mmp2	-1
Esr1	Fas	1
Esr1	Faslg	1
Tp53	Tspo	1
Ar	Il2	1
Foxo1	Dgka	1
Thra	Ppp2ca	1
Bcl6	Tnfrsf11a	1
Nfatc1	Tnfrsf11a	1
Ssrp1	Myc	1
Twist1	Clu	1
Dnmt1	Bcl2	1
Tp53	Apob	1
Hlx	Btg1	1
Tcf12	Trib2	1
Tcf3	Trib2	1
Hes1	Dusp1	1
Id2	Lgals1	1
Sp1	Nt5e	1
Zglp1	Apoa1	1
Esr1	Fhl2	1
Kmt2a	Dach1	1
Cebpa	Dach1	-1
Gata1	Dach1	-1
Cebpa	Plin5	1
E2f7	Vegfa	1
E2f8	Vegfa	1
Ascl2	Fgfr1	1
Ascl2	Me3	1
Myc	Brd4	1
Dnmt1	Aldh3b1	1
Dnmt1	Fmo3	1
Atf3	Calca	1
Atf3	Hspa5	1
Atf3	Map1lc3b	1
Atf3	Pcyt2	1
Cebpb	Hspa5	1
Cebpb	Map1lc3b	1
Cebpb	Pcyt2	1
Ddit3	Calca	1
Ddit3	Pcyt2	1
Stat2	Tgfa	1
Tp53	Lmo4	1
Hif1a	Mapk9	1
E2f1	Stmn1	1
Tfdp1	Stmn1	1
Cebpb	Ccl20	1
Snai2	Cdh3	-1
Myc	Apc	1
Nfe2l2	Apc	1
Nfe2l2	Cd44	1
Nfe2l2	Myc	-1
Myc	Nfe2l2	1
Nfe2l2	Pcna	-1
Nfe2l2	Ptgs2	-1
E2f1	Gpr19	1
Bmal1	Ldlr	1
Hes1	Ldlr	1
